username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Goldblooded,503398129,,2023-01-22 02:29:29,"@MookzUniverse This is garbage, leftover towels they gave out at the Seahawks game for $500 a ticket they should pa… https://t.co/sX7sIoofZG",0,Twitter for iPhone,
BASTpod,1569080407962054656,"San Francisco, CA",2023-01-22 02:25:09,"Listen to ""Playoffs! 49ers Vs Seahawks"" by Bay Area Sports Talk. ⚓ https://t.co/rTjZYbdLwt",0,Twitter Web App,
Mo Smith,1046828232505315328,"Hayward, CA",2023-01-22 01:41:35,@Mr_Sir_Raider Some teams Draft well and others don’t. Raiders have never drafted or developed players because it’s… https://t.co/L6MLsBbs4V,0,Twitter for iPhone,
Josh Dubow,38617573,"Alameda, CA",2023-01-21 23:42:54,Jaguars have 4 wins this season when down by 10+. Only teams with more wins in a season (playoffs included) after t… https://t.co/IQ3t3KIsgX,1,Twitter Web App,
Santa Cruz Seahawks Fan,359175522,"Santa Cruz, CA",2023-01-21 22:13:41,If you were the @Seahawks would you trade the #5 pick for @AaronRodgers12 #seahawks,0,Twitter for iPhone,
Victor Eff,736084814336393216,"Oakland, CA",2023-01-21 21:11:31,@BadNewsBroncos I can. The Seahawks only had 7 wins with him last year.,0,Twitter for Android,
The Boomer Simp Magnet,2160114762,"San Mateo, CA",2023-01-21 21:10:16,"@OfficialKeith87 Seahawks, Rams",0,Twitter for iPhone,
Matt Maiocco,27796499,San Francisco,2023-01-21 21:10:00,The NFL did NOT fine #49ers DB Jimmie Ward (hit on Geno Smith) or Seahawks DB Johnathan Abram (leg grab of Deebo Samuel).,12,Twitter Web App,
WVC Athletics,769695981407383552,"Saratoga, CA",2023-01-21 17:48:31,"The Vikings (19-3, 5-1 Coast-South) smack the Seahawks (9-11, 1-4) Friday night in Aptos . https://t.co/abI0EV82Ry",0,Twitter Web App,
George McFly,542806294,"Oakland, CA",2023-01-21 17:06:21,@HarryBerezin @NinersNation I said the same thing my son 13 he hate the Seahawks more to but as someone who was bor… https://t.co/PdZob1JwCB,0,Twitter for iPhone,
Scott Siegfried,24996543,"Fremont, CA",2023-01-21 15:17:34,Every single person who answered they hate Seahawks more than Cowboys is under 35. Every single one of them https://t.co/24pVRCML1V,2,Twitter for iPhone,
SacramentoVsRefs,167268518,"Sacramento, CA",2023-01-21 14:44:09,@BovadaOfficial Packers vs Seahawks 2014 NFC Championship Game! Brandon Bostick was suppose to block but instead di… https://t.co/2lwZerkxx5,0,Twitter for iPhone,
SBlueman,1289211005973565448,"San Jose, CA",2023-01-21 13:00:31,Happy birthday to former #Seahawks &amp; #TecmoSuperBowl legend DE Jacob Green (66)! The @AggieFootball star was a 1st… https://t.co/270XgzS4VO,0,Twitter Web App,
BuckeyeNiner,1571869634336276485,"Oakland, CA",2023-01-21 12:01:38,"@TomPelissero Quinn to Broncos make sense. Familiar with Russ, strong defence, bring in Schottenheimer  for OC. Bro… https://t.co/Zpa47BR2fX",0,Twitter for iPhone,
Rimar,3765191019,"Berkeley, CA",2023-01-21 11:43:06,@SeahawksHaug @RSherman_25 @GenoSmith3 Seahawks fans are delusional,0,Twitter for Android,
BuckeyeNiner,1571869634336276485,"Oakland, CA",2023-01-21 09:28:15,@FootballGirlAna Jimmy carried the team???? Is this some parallel universe? Brock has even MORE pressure on him tha… https://t.co/8fs3CorG8H,0,Twitter for iPhone,
John Bynum Jr.,2540838506,"Hayward, CA",2023-01-21 07:50:33,Clarence Martin (Cabrillo) added 10 points in the loss against West Valley for the Seahawks.,0,Twitter for iPhone,
Daniel|Jerry,149414318,"San Jose, CA",2023-01-21 04:18:50,@jacobsports12 @Josiah__Dev W Seahawks fan,0,Twitter for iPhone,
GLOCK 13 🇵🇭,285476505,"San Jose, CA",2023-01-21 03:31:09,Seahawks stadium being in middle of downtown was kinda dope ngl. Wasn’t even much tailgating folks was just all up… https://t.co/MELzWG2For,0,Twitter for iPhone,
PURDY OROY,1318038875034456066,"Santa Clara, CA",2023-01-21 03:24:09,@PatGoBrrr @NFLRookieWatxh All we know is that it’s back to 49ers Seahawks division every year just like it used to… https://t.co/2PL6dHPmar,0,Twitter for iPhone,
Swipa Burner Account,473401803,"Oakland, CA",2023-01-21 02:34:17,@TitleTalkTCL @Iamobjective12 That man couldn’t even win when his defense forced 5 TOs in Seahawks territory,0,Twitter for iPhone,
kongo,1070341920,San Jose ,2023-01-21 01:27:28,"@NinersNation 1-cowboys,  2- Raiders, 3- Seahawks  top 3 in that order",0,Twitter for iPhone,
mellow420,4909818278,"Redwood City, CA",2023-01-21 00:54:34,@NinersNation I hate both but I hate the Cowboys more. Both of 5 SB both needed to get passed each other in order t… https://t.co/06krju89hp,0,Twitter for iPhone,
Wilhelm von Stupid,1059219579845533696,"Oakland, CA",2023-01-20 22:51:00,"@TedH6 Him using 600yds to judge a receiver is so stupid. He missed games, watch what he did last week to the Seahawks.",0,Twitter Web App,
Wilhelm von Stupid,1059219579845533696,"Oakland, CA",2023-01-20 21:04:29,There is nothing wrong with being confident about your team and having optimism...I will just say...this is the sam… https://t.co/0u0jrrBwWB,0,Twitter Web App,
J.B.,559827251,"San Jose, CA",2023-01-20 20:05:52,@niner4life3 They wore the Seahawks down last week and they will do the same to the cowboys this week . Some times… https://t.co/YhdI8NMKEZ,0,Twitter for iPhone,
Oakes,472535260,"San Francisco, CA",2023-01-20 20:01:32,Correlation vs. causation. The Seahawks defense was on par with Ben’s analysis https://t.co/3AlvifcISl,0,Twitter for iPhone,
KALX Playlist,1444501129,"Berkeley, CA",2023-01-20 16:01:12,08:00am Beams Of Love - Seahawks - Infinite Echo (Cascine),0,KALX RadioActivity.fm,
Ted H🎙Truth Signaller,1189413092909666309,"San Francisco, CA",2023-01-20 15:28:47,Special Guest @WayneBreezie joined me on Ted Talks Ball to talk #49ers Divisional #Cowboys #Seahawks #NFC #Playoffs… https://t.co/Ch4I9ByTpU,3,Twitter Web App,
Ted H🎙Truth Signaller,1189413092909666309,"San Francisco, CA",2023-01-20 15:23:16,"Special Guest @GinaReppinDaBay joined me on Ted Talks Ball #49ers #Seahawks #Bucs #Cowboys #NFL #NFC 

Come see why… https://t.co/YXXkT1uP6w",2,Twitter Web App,
Niners Wire,4915447319,"Santa Clara, CA",2023-01-20 15:05:22,Brock Purdy developed a bad habit against the Seahawks and got away with it. He has to fix it quick against Dallas… https://t.co/1i2Xd4eA75,3,True Anthem,
Toesty_,498555872,"Sunnyvale, CA",2023-01-20 07:25:15,"@wmaselli83 @TylerMWeiss_ Top 3 WR corp??? I can named better WR corp:
Bengals
Eagles
Bills
49ers
Dolphins
Seahawks
Bucs
Vikings",0,Twitter for iPhone,
Daakuh,1464518129917341698,"San Jose, CA",2023-01-20 07:24:23,@RaidersBeat It's the Seahawks or Patriots,0,Twitter for Android,
Harry*,3013810664,"San Francisco, CA",2023-01-20 06:19:00,"@NBCS49ers Fuck the:
1.Chiefs
2.Rams
3.Seahawks
4.Raiders
5.Cowboys",0,Twitter for iPhone,
Kate Rooney,160957150,"San Francisco, CA",2023-01-20 02:29:08,This is gold: Kyle Juszczyk apologizes to Trent Williams for accidentally pancake blocking him during the Seahawks… https://t.co/B6Mz9thGC7,7,Twitter Web App,
Scorpio Niner,102556905,San Francisco,2023-01-20 00:47:36,"Arik Armstead on Cowboys-49ers, Seahawks win, Nick Bosa, Brock Purdy &amp; C... https://t.co/7Tk8rkYVqm via @YouTube. #49ers #FTTB",0,Twitter for iPhone,
Joseph Estevez - EMI Sports Central,834430350,San Francisco,2023-01-20 00:24:49,@CTOTHELOS77 @RatiodByEthan @Cricket2love @BigNickFL @Davszj @execution84 @1drcole @lance_cotten @LinoSoulDoctor… https://t.co/y3i347ayrQ,0,Twitter Web App,
49ers Throwback ❤💛,1374587075865899015,"San Francisco, CA",2023-01-20 00:19:35,@BaldyNFL @Seahawks @49ers @nbsmallerbear @charless_94 @dallascowboys @nbsmallerbear and the Dline will adjusts if… https://t.co/R8DPa0kumF,0,Twitter for Android,
Ron Knee 🇺🇸🇵🇭🤘🏼🏈🏀⚾️,305153857,"South San Francisco, CA",2023-01-19 21:17:19,"@Ninergirl99 @SourdeathSam @RomanEmpire45 Ravens choked so good for them, but beating the Seahawks, Cowboys, Giants… https://t.co/TBI0iS2Itg",0,Twitter Web App,
Ted H🎙Truth Signaller,1189413092909666309,"San Francisco, CA",2023-01-19 21:00:42,Special Guest @WayneBreezie joins to talk #49ers Divisional #Cowboys #Seahawks #NFC #Playoffs #NFL https://t.co/jWc0fVcMb9,3,Periscope,
Ted H🎙Truth Signaller,1189413092909666309,"San Francisco, CA",2023-01-19 19:33:14,Special Guest @GinaReppinDaBay joins @TedH6 Ted Talks Ball #49ers #Seahawks #Bucs #Cowboys #NFL #NFC https://t.co/LfOuhFWIkz,4,Periscope,
Scorpio Niner,102556905,San Francisco,2023-01-19 18:42:35,Live #fttb  #49ers State of the Franchise: Brock Purdy Bounces Back Against Seahawks ... https://t.co/auDBICQOTA via @YouTube,0,Twitter for iPhone,
Hannibal Thompson,100660910,"San Francisco, CA",2023-01-19 17:27:33,@yallhellalame We troll but come on man. We ain’t listening to no casuals that’s just CRAZY. I told you last week t… https://t.co/FPG7AcN8T9,1,Twitter for iPhone,
Ted H🎙Truth Signaller,1189413092909666309,"San Francisco, CA",2023-01-19 16:42:30,#Cowboys expert @AshleyBaker_21 of @sportsadark_ went behind enemy lines with me on Ted Talks Ball #49ers Divisiona… https://t.co/dURjKFT5SQ,1,Twitter Web App,
Ted H🎙Truth Signaller,1189413092909666309,"San Francisco, CA",2023-01-19 16:37:01,First &amp; Ted Co-Host Aaron Labigan @49ersFirstTakes joins @TedH6 to talk #49ers #Cowboys #Seahawks #Bucs #NFL #NFC… https://t.co/jFyErrwGRL,0,Twitter Web App,
Ted H🎙Truth Signaller,1189413092909666309,"San Francisco, CA",2023-01-19 16:33:03,Special Guest @RohanChakrav Rohan Chakravarthi YouTube joined me on Ted Talks Ball #49ers #Cowboys #Seahawks #Bucs… https://t.co/HDPxIINwfl,1,Twitter Web App,
Niner Noise,18033593,"San Francisco, CA",2023-01-19 16:00:32,"In the latest episode of the @SFNinerNoise podcast, @rs_morrison and @AkshajDwivedula talk the #49ers' big Wild Car… https://t.co/0NnkCW7PtP",0,Twitter Web App,
Grant Cohn,194352411,Oakland,2023-01-19 15:47:48,"Should the Seahawks re-sign Geno Smith or draft a quarterback who’s better, younger and cheaper?",0,Twitter for iPhone,
Dee Jay,248468826,"Campbell, CA",2023-01-19 15:25:03,@RJR_BTFD @JoshDubowAP Chargers were 5-4 when we played finished 10-7. Dolphins were 8-4 and finished 9-8. Seahawks… https://t.co/6xyDA4AxU7,0,Twitter for iPhone,
Sean McLean,57148956,"San Jose, CA",2023-01-19 13:41:06,@AdamSchefter Please no Seahawks pls,0,Twitter for iPhone,
Eric Chavez,256645827,San Francisco,2023-01-19 06:39:29,@SeaHawkersPod Waiting to see what the Seahawks get out of this?,0,Twitter for Android,
Larry Krueger,333635486,"Walnut Creek, CA",2023-01-19 05:57:30,Last week’s play of the game against the #Seahawks was made by #49ers’ DL-Charles Omenihu and I talked to him about… https://t.co/UmcQUdPxKr,3,Twitter for iPhone,
Toxic 49er Fan,1193722157433532416,"San Francisco, CA",2023-01-19 05:27:24,@Seahawks Garrett Wilson and Sauce Gardener betta,0,Twitter for iPhone,
Zennie Abraham CEO ZENNIE62MEDIA INC #CES2023,315534849,Oakland,2023-01-19 05:24:16,NFL 2022 Wild Card Round 49ers Crush Seahawks By Vinny Lospinuso https://t.co/8dtwIiaeOd via @YouTube #GameRecap #49ers #NFL #NFLPlayoff,0,Twitter Web App,
Stanford Daily Sports,91055625,"Stanford, CA",2023-01-19 05:19:23,"Even in the NFL playoffs, @StanfordFball alum continue to make waves.

Read who helped their team make it one step… https://t.co/XvRfAkypzy",0,Twitter Web App,
Holly Roberts 🇺🇦🌻,81626217,"Santa Clara, CA",2023-01-19 05:05:25,@FlySJC @49ers @LevisStadium @dallascowboys @DallasLoveField They can add to the lake of tears that the Seahawks fa… https://t.co/lsVf4hmb9j,0,Twitter for iPhone,
Danny O’Brien,1303160776924917763,"San Francisco, CA",2023-01-19 04:07:47,@BigMarkCocks not ready to give one out yet but honestly really like niners -4. cowboys getting too much credit for… https://t.co/7oEK92xcwm,0,Twitter for iPhone,
NoobMaster69,39403789,San Francisco,2023-01-19 03:28:42,"So far, the 49ers are 3-0 in playoff games at Levi’s stadium. 
Vikings ✔️ 
Packers ✔️
Seahawks ✔️
Cowboys next in line.",0,Twitter for iPhone,
Ted H🎙Truth Signaller,1189413092909666309,"San Francisco, CA",2023-01-19 03:16:21,"Ever been energized but in a calming way?

That's Breezie!

Special Guest @WayneBreezie joins to talk #49ers Divisi… https://t.co/FYWyJsh4O9",1,Twitter Web App,
Ted H🎙Truth Signaller,1189413092909666309,"San Francisco, CA",2023-01-19 03:13:31,"Special Guest @GinaReppinDaBay joins me on Ted Talks Ball #49ers #Seahawks #Bucs #Cowboys #NFL #NFC 

Thu 11:30am P… https://t.co/YJahGharqd",2,Twitter Web App,
Zennie Abraham CEO ZENNIE62MEDIA INC #CES2023,315534849,Oakland,2023-01-19 02:15:54,NFL 2022 Wild Card Round 49ers Crush Seahawks By Vinny Lospinuso https://t.co/8bo1qsf6al,0,IFTTT,
Chris Wilson,3282628902,"San Francisco, CA",2023-01-18 23:41:58,"Yes, #NinerGang, it's #49ersFilmRoom time!
Today's game review features All-22 game film &amp; in-depth analysis of the… https://t.co/hecA8DEJel",3,Twitter Web App,
Ted H🎙Truth Signaller,1189413092909666309,"San Francisco, CA",2023-01-18 23:33:13,First &amp; Ted Co-Host Aaron Labigan @49ersFirstTakes joins @TedH6 to talk #49ers #Cowboys #Seahawks https://t.co/fBzPduVY9k,1,Periscope,
Sam Hustis,35262293,"San Francisco, CA",2023-01-18 23:25:28,Kyle Juszczyk breaks down his biggest block of the Seahawks game: the one he put on Trent Williams https://t.co/uCJMmaZ2AK,2,TweetDeck,
KALX Playlist,1444501129,"Berkeley, CA",2023-01-18 20:56:11,12:56pm Fire In The Sky - Seahawks - Invisible Sunrise (Ocean Moon),0,KALX RadioActivity.fm,
San José Mineta International Airport (SJC),304479031,"San Jose, California",2023-01-18 20:51:33,"@eatsleepandrun_ @enjumuneer @RaymondStone @rainnwilson @Seahawks Ohh we like ""closest airport"" logic!",0,Twitter Web App,
Dan Schwaegler,2861330924,"San Francisco, CA",2023-01-18 19:11:15,@hawk_lovr Seahawks season over 😞,0,Twitter for iPhone,
John Aguilar,16584534,San Francisco,2023-01-18 19:10:21,"The Rain Was Light, but the Second Half Scoring Sure Wasn't https://t.co/9sJkqFwTDS via @All49ersFN",0,Twitter for iPhone,
Ted H🎙Truth Signaller,1189413092909666309,"San Francisco, CA",2023-01-18 18:33:41,Special Guest @RohanChakrav Rohan Chakravarthi YT w/ @TedH6 Ted Talks Ball #49ers #Cowboys #Seahawks https://t.co/crlwYJKkhe,3,Periscope,
Wilhelm von Stupid,1059219579845533696,"Oakland, CA",2023-01-18 17:09:09,@49ersBBQsnob Jimmy also has horrible playoff stats. The Seahawks ran the Jimmy beater strategy on Purdy and Purdy… https://t.co/7cJMkL9D0q,0,Twitter Web App,
Wilhelm von Stupid,1059219579845533696,"Oakland, CA",2023-01-18 17:07:38,"if I'm guessing the Draft right now. I think the top 5 goes something like
1. Colts (trade w/Bears) Bryce Young
2.… https://t.co/s9aVwxmkiX",0,Twitter Web App,
Frank Taylor,1392346416471678977,San Francisco ,2023-01-18 16:50:04,"@rainnwilson @Seahawks when you say ""San Fran"" all your opinions are moot.  you lost.",0,Twitter Web App,
BuckeyeNiner,1571869634336276485,"Oakland, CA",2023-01-18 15:58:12,@TruthMa08903007 @49ersBBQsnob One thing that will happen re: Brock is teams asking - “how did we miss him?”. I rec… https://t.co/iFr8ZrANmb,1,Twitter for iPhone,
Ted H🎙Truth Signaller,1189413092909666309,"San Francisco, CA",2023-01-18 15:15:21,First &amp; Ted Co-Host Aaron Labigan @49ersFirstTakes joins me to talk #49ers #Cowboys Divisional round matchup… https://t.co/wZzTyhKNIq,2,Twitter Web App,
Ted H🎙Truth Signaller,1189413092909666309,"San Francisco, CA",2023-01-18 14:24:14,Special Guest @RohanChakrav Rohan Chakravarthi YT joins me on Ted Talks Ball to talk #49ers #Cowboys #Seahawks #NFC… https://t.co/p6rLLF2HHU,1,Twitter Web App,
Niners Wire,4915447319,"Santa Clara, CA",2023-01-18 14:05:09,"Despite some issues in his first playoff start, Kyle Shanahan isn’t worried about Brock Purdy.  https://t.co/SpRfKHEFhX",2,True Anthem,
Joseph Bella,1194781,"San Francisco, CA.",2023-01-18 07:34:50,@The_LA_Wanderer @LombardiHimself We did what no the Seahawks.,0,Twitter for iPhone,
49ersHive,840235340728217601,"San Jose, CA",2023-01-18 04:04:03,This episode of @theqbschool is fantastic. Check out JT O’Sullivan break down Brock Purdy’s performance vs the… https://t.co/0fFkk1nP4D,6,Twitter for iPhone,
Time Well Spent📚⌛️,1475948708046913536,"San Francisco, CA",2023-01-18 02:55:01,@RamsNFL Those early offseason vibes ❤️@TwitterSports @AZCardinals @ChicagoBears @packers @Seahawks @Raiders… https://t.co/AWUmOxITo9,0,Twitter for iPhone,
Elena,28831825,"Mountain View, CA",2023-01-18 02:50:08,@baecontacoh Someone posted a pic from last Seahawks game at Levi’s of a guys jersey that said Fu*k the Seahawks an… https://t.co/oqEHJ2irpu,0,Twitter for iPhone,
♿️,54582041,"San Francisco, CA ",2023-01-18 01:35:02,@mannyy_phreshh DL went stale for a long time during Seahawks game but I think they come out on fire Sunday uce,0,Twitter for iPhone,
dani ,2588629279,"Santa Cruz, CA",2023-01-18 01:03:46,dallas better avenge my Seahawks 🤣💯,0,Twitter for iPhone,
Sam Hustis,35262293,"San Francisco, CA",2023-01-18 01:02:25,"Joe Staley said once he saw Kyle Shanahan shoulder check a Seahawks player he knew the game was about to change.

“… https://t.co/oUy3CayzS1",169,TweetDeck,
Ted H🎙Truth Signaller,1189413092909666309,"San Francisco, CA",2023-01-17 23:20:46,"Let me know your thoughts!

#FTTB | #49ers | #GoNiners | #Seahawks 
. https://t.co/NkO0PgKJQ8",0,Twitter Web App,
All49ers on FanNation,45974362,"San Francisco, CA",2023-01-17 23:16:23,"The Rain Was Light, but the Second Half Scoring Sure Wasn't https://t.co/1NWJLeaZIO via @TedH6",11,Twitter for iPhone,
Mark Lowe,2940145566,"Keyport, WA",2023-01-17 23:16:22,"Forgot to post from this weekend.            @Seahawks #Seahawks #GoHawks #12s
#SeattleSeahawks… https://t.co/zTUhLXsuvO",1,Twitter for iPhone,
Wilhelm von Stupid,1059219579845533696,"Oakland, CA",2023-01-17 23:06:31,"And the Seahawks doing this, confused Brock for 2 Quarters...and then got totally abused in the 2nd half. This has… https://t.co/jdoAi4ohb8",0,Twitter Web App,
